id,id_player_casa,gols_casa,id_time_casa,id_player_fora,gols_fora,id_time_fora,gols_total,id_resultado
1512377,648963,2,20,648961,2,21,4,0
1512378,648959,5,19,648960,3,2,8,1
1512379,648960,3,2,648963,1,20,4,1
1512380,648961,4,21,648962,2,9,6,1
1512381,648962,2,9,648960,5,2,7,2
1512382,648963,5,20,648959,6,19,11,2
1512621,649023,3,2,649026,1,19,4,1
1512622,649024,0,21,649025,2,9,2,2
1512623,649025,1,9,649023,1,2,2,0
1512624,649026,2,19,649027,3,20,5,2
1512625,649027,2,20,649025,4,9,6,2
1512626,649023,5,2,649024,2,21,7,1
1512627,649024,2,21,649027,5,20,7,2
1512628,649025,3,9,649026,3,19,6,0
1512629,649026,3,19,649024,3,21,6,0
1512630,649027,4,20,649023,2,2,6,1
1512631,649026,1,19,649023,3,2,4,2
1512632,649025,2,9,649024,4,21,6,2
1512633,649023,3,2,649025,2,9,5,1
1512634,649027,5,20,649026,3,19,8,1
1512635,649025,3,9,649027,2,20,5,1
1512636,649024,3,21,649023,3,2,6,0
1512637,649027,3,20,649024,1,21,4,1
1512638,649026,3,19,649025,2,9,5,1
1512639,649024,2,21,649026,4,19,6,2
1512640,649023,3,2,649027,5,20,8,2
1512323,648944,3,2,648947,2,21,5,1
1512324,648945,1,19,648946,1,9,2,0
1512325,648946,2,9,648944,4,2,6,2
1512326,648947,0,21,648948,0,20,0,0
1512327,648948,2,20,648946,4,9,6,2
1512328,648944,3,2,648945,1,19,4,1
1512329,648945,2,19,648948,2,20,4,0
1512330,648946,2,9,648947,4,21,6,2
1512331,648947,3,21,648945,1,19,4,1
1512332,648948,2,20,648944,4,2,6,2
1512123,648889,3,15,648892,3,17,6,0
1512124,648890,8,49,648891,4,14,12,1
1512125,648891,2,14,648889,4,15,6,2
1512126,648892,3,17,648893,3,70,6,0
1512127,648893,2,70,648891,6,14,8,2
1512128,648889,3,15,648890,3,49,6,0
1512129,648890,8,49,648893,5,70,13,1
1512130,648891,6,14,648892,3,17,9,1
1512131,648892,6,17,648890,7,49,13,2
1512132,648893,4,70,648889,6,15,10,2
1512133,648892,2,17,648889,3,15,5,2
1512134,648891,5,14,648890,9,49,14,2
1512135,648889,5,15,648891,1,14,6,1
1512136,648893,4,70,648892,10,17,14,2
1512137,648891,3,14,648893,2,70,5,1
1512138,648890,1,49,648889,1,15,2,0
1512139,648893,5,70,648890,6,49,11,2
1512140,648892,1,17,648891,4,14,5,2
1512141,648890,6,49,648892,5,17,11,1
1512142,648889,5,15,648893,2,70,7,1
1511763,648799,3,7,648802,4,23,7,2
1511764,648800,4,167,648801,1,12,5,1
1511765,648801,1,12,648799,2,7,3,2
1511766,648802,2,23,648803,2,11,4,0
1511767,648803,1,11,648801,1,12,2,0
1511768,648799,1,7,648800,1,167,2,0
1511769,648800,2,167,648803,2,11,4,0
1511770,648801,1,12,648802,0,23,1,1
1511771,648802,4,23,648800,2,167,6,1
1511772,648803,2,11,648799,0,7,2,1
1511773,648802,1,23,648799,1,7,2,0
1511774,648801,1,12,648800,1,167,2,0
1511775,648799,1,7,648801,1,12,2,0
1511776,648803,1,11,648802,0,23,1,1
1511777,648801,1,12,648803,1,11,2,0
1511778,648800,3,167,648799,2,7,5,1
1511779,648803,0,11,648800,1,167,1,2
1511780,648802,3,23,648801,0,12,3,1
1511781,648800,5,167,648802,2,23,7,1
1511782,648799,2,7,648803,1,11,3,1
1511863,648824,3,73,648827,3,135,6,0
1511864,648825,2,21,648826,2,74,4,0
1511865,648826,2,74,648824,4,73,6,2
1511866,648827,2,135,648828,3,166,5,2
1511867,648828,1,166,648826,2,74,3,2
1511868,648824,3,73,648825,3,21,6,0
1511869,648825,1,21,648828,1,166,2,0
1511870,648826,4,74,648827,4,135,8,0
1511871,648827,0,135,648825,7,21,7,2
1511872,648828,1,166,648824,1,73,2,0
1511873,648827,4,135,648824,1,73,5,1
1511874,648826,0,74,648825,4,21,4,2
1511875,648824,3,73,648826,1,74,4,1
1511876,648828,3,166,648827,3,135,6,0
1511877,648826,3,74,648828,0,166,3,1
1511878,648825,3,21,648824,1,73,4,1
1511879,648828,4,166,648825,2,21,6,1
1511880,648827,0,135,648826,2,74,2,2
1511881,648825,3,21,648827,3,135,6,0
1511882,648824,0,73,648828,1,166,1,2
1511943,648844,2,221,648847,5,8,7,2
1511944,648845,0,3,648846,4,164,4,2
1511945,648846,3,164,648844,3,221,6,0
1511946,648847,0,8,648848,0,49,0,0
1511947,648848,3,49,648846,1,164,4,1
1511948,648844,1,221,648845,0,3,1,1
1511949,648845,3,3,648848,1,49,4,1
1511950,648846,0,164,648847,3,8,3,2
1511951,648847,2,8,648845,2,3,4,0
1511952,648848,3,49,648844,2,221,5,1
1511953,648847,3,8,648844,2,221,5,1
1511954,648846,1,164,648845,2,3,3,2
1511955,648844,3,221,648846,0,164,3,1
1511956,648848,1,49,648847,5,8,6,2
1511957,648846,7,164,648848,3,49,10,1
1511958,648845,0,3,648844,5,221,5,2
1511959,648848,1,49,648845,1,3,2,0
1511960,648847,6,8,648846,5,164,11,1
1511961,648845,2,3,648847,3,8,5,2
1511962,648844,4,221,648848,1,49,5,1
1512333,648949,1,48,648952,5,33,6,2
1512334,648950,1,32,648951,1,39,2,0
1512335,648951,3,39,648949,1,48,4,1
1512336,648952,3,33,648953,5,34,8,2
1512337,648953,2,34,648951,2,39,4,0
1512338,648949,3,48,648950,5,32,8,2
1512339,648950,2,32,648953,4,34,6,2
1512340,648951,1,39,648952,3,33,4,2
1512341,648952,5,33,648950,5,32,10,0
1512342,648953,5,34,648949,2,48,7,1
1512343,648952,5,33,648949,1,48,6,1
1512344,648951,4,39,648950,3,32,7,1
1512345,648949,2,48,648951,6,39,8,2
1512346,648953,4,34,648952,2,33,6,1
1512347,648951,3,39,648953,1,34,4,1
1512348,648950,5,32,648949,1,48,6,1
1512349,648953,1,34,648950,4,32,5,2
1512350,648952,3,33,648951,1,39,4,1
1512351,648950,3,32,648952,3,33,6,0
1512352,648949,2,48,648953,6,34,8,2
1512541,649003,2,2,649006,3,19,5,2
1512542,649004,3,21,649005,3,9,6,0
1512543,649005,2,9,649003,3,2,5,2
1512544,649006,1,19,649007,0,20,1,1
1512545,649007,5,20,649005,5,9,10,0
1512546,649003,1,2,649004,1,21,2,0
1512547,649004,3,21,649007,4,20,7,2
1512548,649005,2,9,649006,4,19,6,2
1512549,649006,4,19,649004,3,21,7,1
1512550,649007,1,20,649003,2,2,3,2
1512551,649006,1,19,649003,5,2,6,2
1512552,649005,1,9,649004,4,21,5,2
1512553,649003,1,2,649005,2,9,3,2
1512554,649007,0,20,649006,3,19,3,2
1512555,649005,3,9,649007,0,20,3,1
1512556,649004,2,21,649003,2,2,4,0
1512557,649007,4,20,649004,4,21,8,0
1512558,649006,4,19,649005,5,9,9,2
1512559,649004,4,21,649006,2,19,6,1
1512560,649003,1,2,649007,1,20,2,0
1512143,648894,3,184,648897,0,186,3,1
1512144,648895,3,6,648896,1,20,4,1
1512145,648896,4,20,648894,1,184,5,1
1512146,648897,3,186,648898,1,21,4,1
1512147,648898,1,21,648896,3,20,4,2
1512148,648894,4,184,648895,4,6,8,0
1512149,648895,3,6,648898,2,21,5,1
1512150,648896,5,20,648897,1,186,6,1
1512151,648897,1,186,648895,1,6,2,0
1512152,648898,3,21,648894,1,184,4,1
1512153,648897,1,186,648894,2,184,3,2
1512154,648896,4,20,648895,5,6,9,2
1512155,648894,5,184,648896,3,20,8,1
1512156,648898,4,21,648897,1,186,5,1
1512157,648896,3,20,648898,3,21,6,0
1512158,648895,1,6,648894,3,184,4,2
1512159,648898,4,21,648895,1,6,5,1
1512160,648897,1,186,648896,4,20,5,2
1512161,648895,4,6,648897,4,186,8,0
1512162,648894,1,184,648898,5,21,6,2
1511783,648804,4,200,648807,1,209,5,1
1511784,648805,2,262,648806,0,132,2,1
1511785,648806,2,132,648804,3,200,5,2
1511786,648807,3,209,648808,5,275,8,2
1511787,648808,1,275,648806,3,132,4,2
1511788,648804,2,200,648805,1,262,3,1
1511789,648805,0,262,648808,0,275,0,0
1511790,648806,2,132,648807,2,209,4,0
1511791,648807,3,209,648805,1,262,4,1
1511792,648808,2,275,648804,2,200,4,0
1511793,648807,4,209,648804,2,200,6,1
1511794,648806,0,132,648805,1,262,1,2
1511795,648804,3,200,648806,2,132,5,1
1511796,648808,0,275,648807,2,209,2,2
1511797,648806,1,132,648808,3,275,4,2
1511798,648805,0,262,648804,0,200,0,0
1511799,648808,3,275,648805,3,262,6,0
1511800,648807,4,209,648806,2,132,6,1
1511801,648805,1,262,648807,1,209,2,0
1511802,648804,0,200,648808,2,275,2,2
1512383,648964,1,9,648967,1,12,2,0
1512384,648965,0,11,648966,0,10,0,0
1512385,648966,1,10,648964,0,9,1,1
1512386,648967,2,12,648968,1,283,3,1
1512387,648968,0,283,648966,2,10,2,2
1512388,648964,2,9,648965,1,11,3,1
1512389,648965,2,11,648968,1,283,3,1
1512390,648966,2,10,648967,0,12,2,1
1512391,648967,1,12,648965,3,11,4,2
1512392,648968,3,283,648964,3,9,6,0
1512393,648967,2,12,648964,1,9,3,1
1512394,648966,4,10,648965,1,11,5,1
1512395,648964,5,9,648966,2,10,7,1
1512396,648968,0,283,648967,1,12,1,2
1512397,648966,0,10,648968,2,283,2,2
1512398,648965,4,11,648964,2,9,6,1
1512399,648968,2,283,648965,3,11,5,2
1512400,648967,1,12,648966,2,10,3,2
1512401,648965,3,11,648967,3,12,6,0
1512402,648964,3,9,648968,1,283,4,1
1512561,649008,3,6,649011,3,3,6,0
1512562,649009,3,8,649010,3,7,6,0
1512563,649010,1,7,649008,2,6,3,2
1512564,649011,1,3,649012,5,2,6,2
1512565,649012,4,2,649010,4,7,8,0
1512566,649008,2,6,649009,1,8,3,1
1512567,649009,3,8,649012,1,2,4,1
1512568,649010,0,7,649011,3,3,3,2
1512569,649011,3,3,649009,5,8,8,2
1512570,649012,3,2,649008,2,6,5,1
1512571,649011,1,3,649008,2,6,3,2
1512572,649010,0,7,649009,1,8,1,2
1512573,649008,5,6,649010,0,7,5,1
1512574,649012,2,2,649011,1,3,3,1
1512575,649010,5,7,649012,1,2,6,1
1512576,649009,3,8,649008,1,6,4,1
1512577,649012,1,2,649009,1,8,2,0
1512578,649011,2,3,649010,2,7,4,0
1512579,649009,0,8,649011,2,3,2,2
1512580,649008,0,6,649012,1,2,1,2
1512163,648899,2,221,648902,3,164,5,2
1512164,648900,4,3,648901,1,8,5,1
1512165,648901,2,8,648899,2,221,4,0
1512166,648902,1,164,648903,3,49,4,2
1512167,648903,0,49,648901,2,8,2,2
1512168,648899,2,221,648900,1,3,3,1
1512169,648900,1,3,648903,2,49,3,2
1512170,648901,4,8,648902,6,164,10,2
1512171,648902,2,164,648900,2,3,4,0
1512172,648903,5,49,648899,3,221,8,1
1512173,648902,3,164,648899,2,221,5,1
1512174,648901,4,8,648900,3,3,7,1
1512175,648899,2,221,648901,2,8,4,0
1512176,648903,3,49,648902,1,164,4,1
1512177,648901,1,8,648903,0,49,1,1
1512178,648900,2,3,648899,3,221,5,2
1512179,648903,0,49,648900,3,3,3,2
1512180,648902,2,164,648901,1,8,3,1
1512181,648900,2,3,648902,0,164,2,1
1512182,648899,1,221,648903,5,49,6,2
1512353,648954,2,19,648957,5,9,7,2
1512354,648955,3,2,648956,3,21,6,0
1512355,648956,2,21,648954,2,19,4,0
1512356,648957,5,9,648958,3,20,8,1
1512357,648958,7,20,648956,5,21,12,1
1512358,648954,3,19,648955,6,2,9,2
1512359,648955,6,2,648958,3,20,9,1
1512360,648956,2,21,648957,5,9,7,2
1512361,648957,1,9,648955,1,2,2,0
1512362,648958,4,20,648954,0,19,4,1
1512363,648957,3,9,648954,2,19,5,1
1512364,648956,3,21,648955,3,2,6,0
1512365,648954,2,19,648956,3,21,5,2
1512366,648958,0,20,648957,4,9,4,2
1512367,648956,1,21,648958,1,20,2,0
1512368,648955,5,2,648954,2,19,7,1
1512369,648958,3,20,648955,3,2,6,0
1512370,648957,3,9,648956,3,21,6,0
1512371,648955,5,2,648957,1,9,6,1
1512372,648954,2,19,648958,4,20,6,2
1512403,648969,1,45,648972,1,236,2,0
1512404,648970,2,47,648971,1,233,3,1
1512405,648971,0,233,648969,1,45,1,2
1512406,648972,1,236,648973,2,8,3,2
1512407,648973,4,8,648971,1,233,5,1
1512408,648969,4,45,648970,4,47,8,0
1512409,648970,4,47,648973,3,8,7,1
1512410,648971,1,233,648972,1,236,2,0
1512411,648972,1,236,648970,3,47,4,2
1512412,648973,3,8,648969,0,45,3,1
1512413,648972,2,236,648969,0,45,2,1
1512414,648971,2,233,648970,1,47,3,1
1512415,648969,1,45,648971,2,233,3,2
1512416,648973,2,8,648972,3,236,5,2
1512417,648971,4,233,648973,2,8,6,1
1512418,648970,6,47,648969,3,45,9,1
1512419,648973,1,8,648970,4,47,5,2
1512420,648972,2,236,648971,0,233,2,1
1512421,648970,1,47,648972,2,236,3,2
1512422,648969,2,45,648973,2,8,4,0
1512581,649013,5,48,649016,3,36,8,1
1512582,649014,1,33,649015,3,37,4,2
1512583,649015,2,37,649013,1,48,3,1
1512584,649016,3,36,649017,1,32,4,1
1512585,649017,2,32,649015,0,37,2,1
1512586,649013,3,48,649014,2,33,5,1
1512587,649014,3,33,649017,2,32,5,1
1512588,649015,3,37,649016,5,36,8,2
1512589,649016,2,36,649014,3,33,5,2
1512590,649017,3,32,649013,3,48,6,0
1512591,649016,3,36,649013,6,48,9,2
1512592,649015,3,37,649014,2,33,5,1
1512593,649013,2,48,649015,5,37,7,2
1512594,649017,1,32,649016,2,36,3,2
1512595,649015,2,37,649017,0,32,2,1
1512596,649014,2,33,649013,1,48,3,1
1512597,649017,1,32,649014,1,33,2,0
1512598,649016,2,36,649015,1,37,3,1
1512599,649014,3,33,649016,3,36,6,0
1512600,649013,3,48,649017,1,32,4,1
1512601,649018,2,12,649021,1,11,3,1
1512602,649019,2,164,649020,1,10,3,1
1512603,649020,2,10,649018,4,12,6,2
1512604,649021,2,11,649022,3,160,5,2
1512605,649022,0,160,649020,1,10,1,2
1512606,649018,0,12,649019,1,164,1,2
1512607,649019,1,164,649022,3,160,4,2
1512608,649020,1,10,649021,4,11,5,2
1512609,649021,1,11,649019,1,164,2,0
1512610,649022,0,160,649018,2,12,2,2
1512611,649021,0,11,649018,2,12,2,2
1512612,649020,1,10,649019,1,164,2,0
1512613,649018,4,12,649020,2,10,6,1
1512614,649022,0,160,649021,1,11,1,2
1512615,649020,5,10,649022,2,160,7,1
1512616,649019,1,164,649018,1,12,2,0
1512617,649022,1,160,649019,0,164,1,1
1512618,649021,2,11,649020,2,10,4,0
1512619,649019,1,164,649021,1,11,2,0
1512620,649018,0,12,649022,0,160,0,0
1512183,648909,3,2,648912,0,6,3,1
1512184,648910,0,4,648911,1,3,1,2
1512185,648911,3,3,648909,4,2,7,2
1512186,648912,2,6,648913,4,7,6,2
1512187,648913,3,7,648911,4,3,7,2
1512188,648909,2,2,648910,2,4,4,0
1512189,648910,2,4,648913,1,7,3,1
1512190,648911,5,3,648912,4,6,9,1
1512191,648912,3,6,648910,3,4,6,0
1512192,648913,2,7,648909,1,2,3,1
1512193,648912,3,6,648909,3,2,6,0
1512194,648911,1,3,648910,3,4,4,2
1512195,648909,3,2,648911,2,3,5,1
1512196,648913,3,7,648912,5,6,8,2
1512197,648911,4,3,648913,3,7,7,1
1512198,648910,1,4,648909,2,2,3,2
1512199,648913,2,7,648910,1,4,3,1
1512200,648912,2,6,648911,2,3,4,0
1512201,648910,1,4,648912,2,6,3,2
1512202,648909,2,2,648913,2,7,4,0
1512423,648974,2,37,648977,3,211,5,2
1512424,648975,2,282,648976,1,272,3,1
1512425,648976,2,272,648974,2,37,4,0
1512426,648977,3,211,648978,3,38,6,0
1512427,648978,1,38,648976,1,272,2,0
1512428,648974,0,37,648975,4,282,4,2
1512429,648975,4,282,648978,6,38,10,2
1512430,648976,1,272,648977,0,211,1,1
1512431,648977,0,211,648975,2,282,2,2
1512432,648978,2,38,648974,5,37,7,2
1512433,648977,4,211,648974,3,37,7,1
1512434,648976,2,272,648975,2,282,4,0
1512435,648974,3,37,648976,2,272,5,1
1512436,648978,2,38,648977,2,211,4,0
1512437,648976,3,272,648978,1,38,4,1
1512438,648975,5,282,648974,1,37,6,1
1512439,648978,1,38,648975,6,282,7,2
1512440,648977,3,211,648976,1,272,4,1
1512441,648975,2,282,648977,2,211,4,0
1512442,648974,3,37,648978,2,38,5,1
1512373,648959,2,19,648962,2,9,4,0
1512374,648960,3,2,648961,1,21,4,1
1512375,648961,2,21,648959,2,19,4,0
1512376,648962,3,9,648963,4,20,7,2
1512377,648963,2,20,648961,2,21,4,0
1512378,648959,5,19,648960,3,2,8,1
1512379,648960,3,2,648963,1,20,4,1
1512380,648961,4,21,648962,2,9,6,1
1512381,648962,2,9,648960,5,2,7,2
1512382,648963,5,20,648959,6,19,11,2
1512621,649023,3,2,649026,1,19,4,1
1512622,649024,0,21,649025,2,9,2,2
1512623,649025,1,9,649023,1,2,2,0
1512624,649026,2,19,649027,3,20,5,2
1512625,649027,2,20,649025,4,9,6,2
1512626,649023,5,2,649024,2,21,7,1
1512627,649024,2,21,649027,5,20,7,2
1512628,649025,3,9,649026,3,19,6,0
1512629,649026,3,19,649024,3,21,6,0
1512630,649027,4,20,649023,2,2,6,1
1512631,649026,1,19,649023,3,2,4,2
1512632,649025,2,9,649024,4,21,6,2
1512633,649023,3,2,649025,2,9,5,1
1512634,649027,5,20,649026,3,19,8,1
1512635,649025,3,9,649027,2,20,5,1
1512636,649024,3,21,649023,3,2,6,0
1512637,649027,3,20,649024,1,21,4,1
1512638,649026,3,19,649025,2,9,5,1
1512639,649024,2,21,649026,4,19,6,2
1512640,649023,3,2,649027,5,20,8,2
1513445,649454,3,2,649457,6,9,9,2
1513446,649455,1,20,649456,4,21,5,2
1513447,649456,5,21,649454,3,2,8,1
1513448,649457,6,9,649458,3,19,9,1
1513449,649458,2,19,649456,3,21,5,2
1513450,649454,3,2,649455,6,20,9,2
1513451,649455,5,20,649458,6,19,11,2
1513452,649456,1,21,649457,4,9,5,2
1513453,649457,4,9,649455,6,20,10,2
1513454,649458,1,19,649454,3,2,4,2
1513005,649344,2,70,649347,4,14,6,2
1513006,649345,3,15,649346,2,49,5,1
1513007,649346,5,49,649344,0,70,5,1
1513008,649347,3,14,649348,4,17,7,2
1513009,649348,2,17,649346,7,49,9,2
1513010,649344,4,70,649345,8,15,12,2
1513011,649345,8,15,649348,3,17,11,1
1513012,649346,2,49,649347,5,14,7,2
1513013,649347,4,14,649345,1,15,5,1
1513014,649348,0,17,649344,6,70,6,2
1513015,649347,2,14,649344,5,70,7,2
1513016,649346,5,49,649345,2,15,7,1
1513017,649344,4,70,649346,3,49,7,1
1513018,649348,3,17,649347,8,14,11,2
1513019,649346,4,49,649348,3,17,7,1
1513020,649345,2,15,649344,4,70,6,2
1513021,649348,3,17,649345,6,15,9,2
1513022,649347,4,14,649346,4,49,8,0
1513023,649345,8,15,649347,2,14,10,1
1513024,649344,6,70,649348,4,17,10,1
1513605,649499,3,11,649502,1,7,4,1
1513606,649500,2,23,649501,6,12,8,2
1513607,649501,5,12,649499,0,11,5,1
1513608,649502,3,7,649503,2,167,5,1
1513609,649503,3,167,649501,2,12,5,1
1513610,649499,0,11,649500,1,23,1,2
1513611,649500,0,23,649503,2,167,2,2
1513612,649501,1,12,649502,2,7,3,2
1513613,649502,5,7,649500,2,23,7,1
1513614,649503,3,167,649499,0,11,3,1
1513615,649502,0,7,649499,0,11,0,0
1513616,649501,6,12,649500,2,23,8,1
1513617,649499,1,11,649501,0,12,1,1
1513618,649503,3,167,649502,0,7,3,1
1513619,649501,1,12,649503,2,167,3,2
1513620,649500,2,23,649499,0,11,2,1
1513621,649503,1,167,649500,3,23,4,2
1513622,649502,5,7,649501,3,12,8,1
1513623,649500,1,23,649502,2,7,3,2
1513624,649499,5,11,649503,1,167,6,1
1513085,649364,3,166,649367,3,74,6,0
1513086,649365,3,73,649366,5,21,8,2
1513087,649366,4,21,649364,1,166,5,1
1513088,649367,1,74,649368,1,135,2,0
1513089,649368,1,135,649366,1,21,2,0
1513090,649364,2,166,649365,3,73,5,2
